pubResumen,pubNumOficio,pubFechaPubli
" Requisitos que se deben cumplir para acceder al beneficio tributario del artículo 55 bis de la Ley de la Renta. (Ord. N° 2549, de 27.05.2003)",2549,27-05-2003
" Mantención de exención de impuesto adicional establecida en el artículo 10 del D.L. N° 3.059, de 1979. (Ord. N° 2548, de 27.05.2003)",2548,27-05-2003
" Situación tributaria de utilidades obtenidas en la enajenación de un bien raíz para los efectos de las gratificaciones legales. (Ord. N° 2430, de 12.05.2003)",2430,12-05-2003
" Tratamiento tributario de las comisiones cobradas por las instituciones autorizadas para administrar los Planes de Ahorro Previsional Voluntario. (Ord. N° 2410, de 09.05.2003)",2410,09-05-2003
" Franquicia Tributaria de la Ley de Donaciones con Fines Culturales. (Ord. N° 2354, de 08.05.2003)",2354,08-05-2003
" Tributación de los Contratos de Asociación o Cuentas en Participación. (Ord. N° 2329, de 07.05.2003)",2329,07-05-2003
" Plazo fatal para la presentación de Declaración Jurada Simple. (Ord. N° 2294, de 02.05.2003)",2294,02-05-2003
" Tributación que afecta a los Colegios administrados por Corporaciones de Derecho Privado. (Ord. N° 2293, de 02.05.2003)",2293,02-05-2003
" Tributación que afecta a Contrato de Asociación o Cuentas en Participación y pago por subrogación según la causal N° 5 del artículo 1.610 del Código Civil. (Ord. N° 2278, de 29.04.2003)",2278,29-04-2003
" Tipo de cambio a considerar para los efectos de corregir monetariamente las inversiones en el exterior. (Ord. N° 2277, de 29.04.2003)",2277,29-04-2003
" Tratamiento tributario del Impuesto de Primera Categoría frente al FUT. (Ord. N° 2276, de 29.04.2003)",2276,29-04-2003
" Situación tributaria de la diferencia entre la depreciación normal y acelerada de los bienes físicos del activo inmovilizado frente al FUT. (Ord. N° 2275, de 29.04.2003)",2275,29-04-2003
" Situación tributaria de los ingresos que perciben los Oficiales del Registro Civil e Identificación. (Ord. N° 1759, de 23.04.2003)",1759,23-04-2003
" Improcedencia del uso de la franquicia tributaria de la Ley N° 19.622, de 1999, en el caso que se indica. (Ord. N° 1739, de 23.04.2003)",1739,23-04-2003
" Procedimiento de cálculo de intereses provenientes de depósitos bancarios. (Ord. N° 1738, de 23.04.2003)",1738,23-04-2003
" Concepto de patrimonio neto a que se refiere la letra c) del N° 1 de la Letra A) del artículo 14 de la Ley de la Renta (Ord. N° 1737, de 23.04.2003)",1737,23-04-2003
" Situación tributaria que afecta a comuneros de una comunidad agrícola acogida a renta presunta que aportan sus derechos o cuotas a una sociedad en formación o constitución. (Ord. N° 1736, de 23.04.2003)",1736,23-04-2003
" Tributación que afecta a los impuestos y derechos de cargo de un importador de una mercadería pagados por el exportador extranjero. (Ord. N° 1673, de 22.04.2003)",1673,22-04-2003
" Precio que deben enajenarse las acciones de sociedades anónimas. (Ord. N° 1631, de 16.04.2003)",1631,16-04-2003
" Tratamiento tributario del exceso de sueldo empresarial asignado. (Ord. N° 1630, de 16.04.2003)",1630,16-04-2003
" Condiciones en que procede el crédito por gastos de capacitación efectuada mediante la modalidad del pre-contrato. (Ord. N° 1546, de 09.04.2003)",1546,09-04-2003
" Tributación que afecta a operación de venta de acciones, en caso que se indica. (Ord. N° 1517, de 09.04.2003)",1517,09-04-2003
" Bienes que no deben formar parte del Capital Propio Tributario del contribuyente. (Ord. N° 1516, de 09.04.2003)",1516,09-04-2003
" Impuesto Adicional de la Ley de la Renta que afecta a estudio encargado a empresa extranjera. (Ord. N° 1515, de 09.04.2003)",1515,09-04-2003
" Consulta sobre devolución de Pagos Provisionales Mensuales de empresa que desaparece con motivo de fusión por absorción. (Ord. N° 1514, de 09.04.2003)",1514,09-04-2003
" Tributación del mayor valor obtenido en la enajenación de un bien raíz. (Ord. N° 1395, de 04.04.2003)",1395,04-04-2003
" Aplicación del impuesto Adicional establecido en la Ley de Impuesto a la Renta, en la situación que se indica. (Ord. N° 1306, de 02.04.2003)",1306,02-04-2003
" Exención de impuesto establecida en la Ley N° 13.713, de 1959, complementada por el artículo 14 del Decreto Ley N° 1604, de 1976. (Ord. N° 1016, de 20.03.2003)",1016,20-03-2003
" Tratamiento tributario de pagos efectuados al Estado por bienes o derechos utilizados en concesión de obra pública, en caso de su transferencia a un tercero. (Ord. N° 1015, de 20.03.2003)",1015,20-03-2003
" Competencia del Servicio respecto de la determinación del Capital Propio para los efectos de las patentes municipales. (Ord. N° 906, de 13.03.2003)",906,13-03-2003
" Tributación de los excedentes de libre disposición efectuados con cargo a cotizaciones obligatorias. (Ord. N° 905, de 13.03.2003)",905,13-03-2003
" Situación tributaria de pensiones o jubilaciones obtenidas en el exterior. (Ord. N° 817, de 11.03.2003)",817,11-03-2003
" Resuelve reconsideración Oficio Ordinario N° 2.036, de 11.05.99 del SII, respecto a la fecha de adquisición de las crías o acciones liberadas. (Ord. N° 802, de 10.03.2003)",802,10-03-2003
" Normas sobre determinación del patrimonio y del endeudamiento total para establecer la existencia o no de exceso de endeudamiento conforme a la normativa contenida en el artículo 59 N° 1 de la Ley de la Renta, en el caso de división de sociedades. (Ord. N° 801, de 10.03.2003)",801,10-03-2003
" Informa sobre beneficio tributario establecido en el artículo 36° de la Ley N° 19.518, sobre Estatuto de Capacitación y Empleo. (Ord. N° 739, de 05.03.2003)",739,05-03-2003
" Informa sobre procedimientos establecidos en la Ley N° 18.985, sobre Donaciones con Fines Culturales. (Ord. N° 738, de 05.03.2003)",738,05-03-2003
" Beneficios tributarios otorgados por Cajas de Compensación. Imposibilidad del SII de divulgar fuente o cuantía de rentas de contribuyentes. (Ord. N° 737, de 05.03.2003)",737,05-03-2003
" Consultas sobre usufructo a título gratuito sobre acciones concedido a padres de un contribuyente. (Ord. N° 736, de 05.03.2003)",736,05-03-2003
" Tratamiento tributario de sobresueldos y gratificaciones especiales otorgados al personal de las Fuerzas Armadas y Carabineros de Chile. (Ord. N° 651, de 27.02.2003)",651,27-02-2003
" Situación tributaria del traspaso de acciones en el caso de la fusión de compañías que indica. (Ord. N° 621, de 24.02.2003)",621,24-02-2003
" Aplicación del artículo 59 N° 1, en el caso de exceso de endeudamiento. (Ord. N° 426, de 31.01.2003)",426,31-01-2003
" Tratamiento tributario de sumas pagadas en conformidad a un contrato de transacción y finiquito. (Ord. N° 329, de 27.01.2003)",329,27-01-2003
" Situación tributaria de pensiones y fondos de jubilación obtenidos en el exterior. (Ord. N° 327, de 27.01.2003)",327,27-01-2003
" El Servicio de Impuestos Internos carece de competencia para pronunciarse acerca del requisito de integración y sobre bonificación establecida en el artículo 10 de la Ley N° 18.392, de 1985. (Ord. N° 259, de 21.01.2003)",259,21-01-2003
" Costo tributario de las acciones originadas de la transformación de una sociedad de responsabilidad limitada en sociedad anónima. (Oficio N° 257, de 21.01.2003)",257,21-01-2003
" Normas sobre exceso de endeudamiento a que se refiere el N° 1 del artículo 59 de la Ley de la Renta, respecto de crédito otorgado desde el exterior a una empresa en el año 1998, la cual fue posteriormente absorbida por otra en el año 2000. (Ord. N° 232, de 20.01.2003)",232,20-01-2003
" Tratamiento tributario de donaciones que se indican. (Ord. N° 226, de 17.01.2003)",226,17-01-2003
" Determinación del Impuesto Unico de Segunda Categoría que afecta a la devolución de fondos previsionales que técnicos extranjeros mantengan en una Administradora de Fondos de Pensiones, en virtud de la Ley N° 18.156. (Ord. N° 104, de 10.01.2003)",104,10-01-2003
" Fecha del valor de la UF que debe considerarse para los efectos de determinar el monto de las remuneraciones imponibles para los fines previsionales. (Ord. N° 52, de 03.01.2003)",52,03-01-2003
" No ha lugar a reconsideración que se solicita. (Ord. N° 12, de 02.01.2003)",12,02-01-2003
" Sociedades que se pueden acoger a las Normas del Artículo 41° D, de la Ley de la Renta.(Oficio N° 5493 de 31.12.2004)",5493,31-12-2004
" Tributación que afecta a enajenación de Predio Agrícola adquirido antes del año 1990, conforme a lo dispuesto por el artículo 5°, Transitorio de la Ley N°18.985, de 1990. (Oficio Nº 5.492, de 31.12.2004) ",5492,31-12-2004
" Tributación que afecta a la enajenación de Derechos o Cuotas respecto de un Bien Raíz Agrícola poseído en Comunidad, según lo dispuesto por la letra i), del N° 8, del Artículo 17°, de la Ley de la Renta. (Oficio Nº 5.491, de 31.12.2004) ",5491,31-12-2004
" Tratamiento Tributario de las Pérdidas generadas en Enajenación de Acciones de Sociedades Anónimas Calificadas de no Habituales, conforme a las normas de la letra a), del artículo 17°, de la Ley de la Renta. (Oficio Nº 5.445, de 29.12.2004) ",5445,29-12-2004
" Situación Tributaria de Gastos Incurridos con Motivo de la Celebración de un Contrato de Publicidad, conforme a las Normas del Artículo 31°, de la Ley de la Renta. (Oficio Nº 5.433, de 28.12.2004) ",5433,28-12-2004
" Condiciones que deben cumplirse para que las empresas puedan invocar el Crédito Sence, respecto de la Capacitación impartida a los Propietarios o socios de las Empresas, de acuerdo a las normas de la Ley N°19.518,de 1997. (Oficio Nº 5.424, de 27.12.2004)",5424,27-12-2004
" Situación Tributaria de la Enajenación de Derechos Sociales de una Sociedad de Responsabilidad Limitada, de acuerdo a lo establecido en los incisos Tercero y Cuarto del Artículo 41°, de la Ley de la Renta, en concordancia, con lo dispuesto por el Artículo 6°, del D.L. N°600, de 1974. (Oficio Nº 5.423, de 27.12.2004)",5423,27-12-2004
" Situación tributaria de Enajenación de Lotes de Predio Agrícola Perteneciente a Comunidad, conforme a lo dispuesto por las Letras b) e i), del N° 8, del Artículo 17°, de la Ley de la Renta, en concordancia con lo establecido en el Artículo 18°, de la misma Ley. (Oficio N° 5.335, de 14. 12.2004)",5335,14-12-2004
" Valor en que deben Contabilizarse los Derechos Sociales en Sociedad de Personas, nacida a raíz de la Transformación de Sociedad Anónima, Conforme a lo Dispuesto por el N°9, del Artículo 41°, de la Ley de la Renta. (Oficio N° 5.287, de 10.12.2004)",5287,10-12-2004
" Oportunidad en que deben ser Reconocidos los Ingresos por Concepto de Subsidio Fijo a la Construcción obtenidos por una Sociedad Concesionaria y el Flujo de Efectivo ante una Securitización de este Subsidio, conforme a las Normas de los Artículos 15° y 29° de la Ley de la Renta. (Oficio Nº 5.286, de 10.12.2004)",5286,10-12-2004
" Tributación de Retiro de Excedentes de Libre Disposición Efectuados bajo la Vigencia del Primitivo Artículo 71°, del D.L: N° 3.500 y Obligación de Retener Impuestos. (Oficio Nº 5.185, de 01.12.2004)",5185,01-12-2004
" Reconsideración de lo Dictaminado por Oficio 4.183, de fecha 26 de Agosto de 2003. (Oficio Nº 5.184, de 01.12.2004) ",5184,01-12-2004
" Efectos que Produce la Permuta de Acciones de una Sociedad Anónima Cerrada por Bienes Raíces Rurales, conforme a lo dispuesto por Letras a) y b) del N°8 del Artículo 17°, de la Ley de la Renta, en concordancia con lo establecido por el Artículo 18°, de la misma ley. (Oficio Nº 5.179, de 30.11.2004)",5179,30-11-2004
" Tributación de Predio Agrícola Perteneciente a Sociedad de Responsabilidad Limitada en el cual se Realiza Explotación Agrícola y Forestal de acuerdo a lo establecido en la letra b) del N° 1, del Artículo 20°, de la Ley de la Renta y D.L. N° 701, de 1974, Sobre Fomento Forestal. (Oficio Nº 5.113, de 23.11.2004)",5113,23-11-2004
" Tratamiento Tributario de la Provisión de Impuesto a la Renta frente a la Determinación del Capital Propio a que se refiere el N°1, del Artículo 41°, de la Ley de la Renta. (Oficio Nº 5.061, de 17.11.2004)",5061,17-11-2004
" Tributación que Afecta a las Remuneraciones que Perciben los Trabajadores de Artes y Espectáculos a que se refiere la Ley N° 19.889, de 2003, conforme a los Artículos 42°, N°s 1 y 2, 43°, N°s 1 y 2 y 74°, N°2, de la Ley de la Renta.(Oficio Nº 5.060, de 17.11.2004)",5060,17-11-2004
" Situación Tributaria de los Gastos que Exceden de los Límites establecidos en el Artículo 36° de la Ley N°19.518, de 1997, en concordancia con lo establecido en los Artículos 37°, 40° y 42° de la misma Ley. (Oficio Nº 5.059, de 17.11.2004) ",5059,17-11-2004
" Tributación que Afecta a Bono de Antigüedad Pagado según Contrato Colectivo, según lo dispuesto por los Artículos 45° y 46° de la Ley de la Renta.",5006,12-11-2004
" Situación tributaria de Excedente de Libre Disposición que se Indica. (Ord. Nº 4.957, de 11.11.2004) ",4957,11-11-2004
" Valorización de árboles Frutales y Plantaciones de Sociedad Agrícola que opta por Declarar la Renta Efectiva mediante Contabilidad Complementaria, conforme a lo dispuesto por el Inciso décimo de la letra b) del N° 1 del Artículo 20° de la Ley de la Renta, en concordancia con lo dispuesto por el Artículo 3°, permanente de la Ley N° 18.895, de 1990. (Ord. Nº 4.844, de 28.10.2004) ",4844,28-10-2004
" Situación tributaria de los Excesos de Retiro en el caso de una Sociedad, de acuerdo a lo dispuesto por el Artículo 14°, de la Ley de la Renta. (Ord. Nº 4.843, de 28.10.2004)",4843,28-10-2004
" Tributación que Afecta al Uso de Imagen de Jugador de Fútbol Profesional. (Ord. Nº 4.842, de 28.10.2004) ",4842,28-10-2004
" Situación Tributaria de las Utilidades Reinvertidas en una Sociedad Anónima, en el Evento en que dicha Sociedad Anónima se Transforme en Sociedad de Responsabilidad Limitada, conforme a lo dispuesto por la letra c) del N° 1 de la letra A) del Artículo 14° de la Ley de la Renta. (Ord. Nº 4.796, de 25.10.2004)",4796,25-10-2004
" Tratamiento Tributario de los Neumáticos para Faenas Mineras frente a las Normas del N° 5 del Artículo 31° de la Ley de la Renta. (Ord. Nº 4.629, de 07.10.2004) ",4629,07-10-2004
" Situación Tributaria de Sumas Remesadas en Conformidad a Contratos Swaps suscrito con bancos Extranjeros, conforme a las Normas de los Artículos 29°, 31° inciso primero y 59° de la Ley de la Renta. (Ord. Nº 4.619, de 06.10.2004)",4619,06-10-2004
" Aplicación del Artículo 5° Transitorio de la Ley N° 18.985, en el caso de la Enajenación de Bien Raíz Agrícola adquirido por causa de Sucesión de Muerte, hace más de catorce Años.(Ord. Nº 4.617, de 06.10.2004)",4617,06-10-2004
" Situación tributaria del retiro de Excedente de Libre Disposición en el caso que indica. (Ord. Nº 4.577, de 04.10.2004)",4577,04-10-2004
" Absuelve Consultas sobre Situación Tributaria frente al Impuesto a la Renta e Impuesto a las Ventas y Servicios relativo al establecimiento en el país de Presidencia Regional de Compañía Extranjera Internacional que Opera en Chile. (Ord. Nº 4.508, de 29.09.2004)",4508,29-09-2004
" Beneficios Tributarios a Favor de Empresas Editoriales que Donan Libros. (Ord. Nº 4.418, de 23.09.2004) ",4418,23-09-2004
" Tributación de Empresa Nacional que Representa Establecimientos Hoteleros Mexicanos en el País. (Ord. Nº 4.414, de 21.09.2004)",4414,21-09-2004
" Tributación de Retiros de Fondos Invertidos de acuerdo al Artículo 57° bis de la Ley de la Renta. (Ord. Nº 4.403, de 20.09.2004)",4403,20-09-2004
" Situación tributaria de las Donaciones efectuadas a Partidos Políticos. (Ord. Nº 4.304, de 13.09.2004) ",4304,13-09-2004
" Situación Tributaria de los Contribuyentes Acogidos a la Tributación del Artículo 14° bis de la ley de la Renta, cuando al cuarto año de su opción, superan el Límite de las 3000 UTM. (Ord. Nº 4.268, de 10.09.2004)",4268,10-09-2004
" Situación Tributaria de desembolsos destinados al Financiamiento de Campañas Electorales. (Ord. Nº 4.267, de 10.09.2004)",4267,10-09-2004
" Aplicación del Beneficio Tributario establecido en el artículo 18° ter de la Ley de la Renta, para los rescates de cuotas de Fondos Mutuos que cumplan las Condiciones establecidos en dicha norma legal. (Ord. Nº, de 4.231. 08.09.2004)",4231,08-09-2004
" Aplicación del N° 2, del Artículo 17° del D.L. N°824, de 1974, en el caso de Cooperativas. (Ord. Nº 4.230, de 08.09.2004)",4230,08-09-2004
" Tributación de Asignación de Dietas a Consejeros de alta Dirección Pública de acuerdo a la Ley N° 19.882. (Ord. Nº 4.005, de 26.08.2004) ",4005,26-08-2004
" Procedencia de la Utilización del Crédito de 4% del Valor de los Bienes Físicos del Activo Inmovilizado adquiridos nuevos o terminados de construir durante el ejercicio que establece el artículo 33° bis de la Ley de la Renta, en caso que se indica.(Ord. Nº 3.995, de 24.08.2004) ",3995,24-08-2004
" Tributación de Contribuyente propietario de predio Agrícola que desarrolla actividad de Producción de Flores. (Ord. Nº 3.972, de 20.08.2004) ",3972,20-08-2004
" Situación Tributaria de Aporte de Acciones a otra Sociedad. (Ord. Nº 3.927, de 19.08.2004)",3927,19-08-2004
" Tratamiento Tributario de las Pérdidas en Operaciones del Artículo 18° ter de la Ley de la Renta. (Ord. Nº 3.926, de 19.08.2004)",3926,19-08-2004
" Rectifica Oficio N° 341, de 26.01.2004, en la Parte que se Indica.- (Ord. Nº 3.950, de 20.08.2004)",3950,20-08-2004
" Tratamiento Tributario de las Inversiones efectuadas en terreno Ajeno.(Ord. Nº3.844, de 13.08.2004)",3844,13-08-2004
" Momento en que deben reconocerse como Ingreso, el Pago provisional por Utilidades Absorbidas, de acuerdo a lo dispuesto por el N° 3, del Artículo 31°, de la Ley de la Renta. (Ord. Nº 3.759, de 09.08.2004) ",3759,09-08-2004
" Resuelve Solicitud de Reconsideración sobre lo Dictaminado a través de Oficio Ordinario N° 977, de 2004,de este Servicio.(Ord. Nº 3.670, de03.08.2004)",3670,03-08-2004
" Tributación de los Bienes Raíces Agrícolas destinados a la Explotación de Bosques, de acuerdo con lo dispuesto en el artículo 14 del Decreto Ley N° 701, sobre Fomento Forestal y su relación con la Ley de la Renta y con el artículo 5° transitorio de la Ley N° 19.561, de 1998. (Ord. Nº3.669, de 03.08.2004)",3669,03-08-2004
" Situación tributaria de Donaciones efectuadas a una Fundación Sin Fines de Lucro.(Ord. Nº 3.623, de 02.08.2004)",3623,02-08-2004
" Efectos Tributarios que Producen la Disolución y Liquidación de una Sociedad de Responsabilidad Limitada(Ord. Nº 3.622, de 02.08.2004) ",3622,02-08-2004
" Determinación del Valor de Costo en la Enajenación de la Nuda Propiedad. (Ord. Nº 3.604, de 29.07.2004)",3604,29-07-2004
" Situación Tributaria de Donaciones con Fines Culturales que se indican. (Ord. Nº 3.584, de 28.07.2004) ",3584,28-07-2004
" Situación tributaria de las donaciones efectuadas a Establecimientos Educacionales que se Indican. (Ord. Nº 3.583, de 28.07.2004) ",3583,28-07-2004
" Tributación que afecta a Donación de Saldo de precio en Venta de un Inmueble. (Ord. Nº 3.529, de 23.07.2004)",3529,23-07-2004
" Apreciación de Habitualidad en la Enajenación de Acciones de Sociedades cuyo capital pertenece en un 50% o más a la Empresa Inversionista.(Ord. Nº 3.470, de 20.07.2004)",3470,20-07-2004
" Situación Tributaria de aporte de acciones que se indica a la Formación de una nueva Sociedad. (Ord. Nº3.469, de 20.07.2004)",3469,20-07-2004
" Situación Tributaria de Repatriación de capital Invertido en el Extranjero. (Ord. N° 3.422, de 14.07.2004)",3422,14-07-2004
" Destino de las Sociedades Extranjeras a que se Refiere el Artículo 41D de la Ley de la Renta. (Ord. N° 2.958, de 12.07.2004)",2958,12-07-2004
" Situación del Aporte de un Inmueble Agrícola a Sociedad Anónima en Formación, a su Valor Comercial por parte de un Contribuyente sometido al Régimen de Renta Presunta. (Ord. Nº 2.831, de 30.06.2004)",2831,30-06-2004
" Tratamiento Tributario de Subsidios por Licencias Médicas. (Ord. Nº 2.830, de 30.06. 2004) ",2830,30-06-2004
" Procedencia del Crédito por Contribuciones de Bienes Raíces en el caso que se indica. (Ord. Nº 2.769, de 24.06. 2004)",2769,24-06-2004
" Tratamiento Tributario de las Asesorías Técnicas prestadas en Chile, de acuerdo al Art. 41 A, de la Ley de la Renta. (Ord. Nº 2.768, de 24.06 .2004) ",2768,24-06-2004
" Aplicación del N° 6 del Inciso Cuarto del Artículo 59° de la Ley de la Renta, frente a la Intermediación de bienes de Capital de un país de Europa, sin Pago de derechos Aduaneros por aplicación del TLC. (Ord. Nº 2.653, de 16.06. 2004) ",2653,16-06-2004
" Situación Tributaria de Donación que indica. (Ord. Nº2.633, de 15.06 .2004) ",2633,15-06-2004
" Acreditación de Domicilio o de Residencia en Chile, de Contribuyente que se indica. (Ord. N° 2.626, de 14.06.04) ",2626,14-06-2004
" Cómputo del Plazo para el cálculo de monto No Constitutito de Renta de Indemnizaciones por Años de Servicio en situación prevista en el Artículo 4°, del Código del Trabajo. (Ord. Nº 2.566, de 08.06.2004) ",2566,08-06-2004
" Condiciones en que se Acepta la Provisión de Gastos por parte de una Empresa de Distribución de Energía Eléctrica. (Ord. Nº 2.585, de 10.06.2004)",2585,10-06-2004
" Tratamiento Tributario de la entrega de Acciones a Ejecutivos de Empresas en cumplimiento de Plan denominado “Long Term Equiti Ownership Plan”, en virtud del cual se entrega Beneficio sindicado como “Performance Shares”, a sus ejecutivos de más alto nivel. (Ord. Nº 2.567, de 08.06.2004)",2567,08-06-2004
" Situación Tributaria de la Agencia de Empresa Extranjera Establecida en Chile. (Ord. Nº 2.556, de 08.06.2004) ",2556,08-06-2004
" Tributación de Excedentes Producidos en el Desarrollo del Convenio suscrito entre el Servicio Agrícola Ganadero y la Asociación Nacional de Productores de Semillas. (Ord. Nº2.554, de 08.06.2004)",2554,08-06-2004
" Cómputo del Plazo de los Tres últimos Ejercicios, a que se refiere el Artículo 14° bis, de la Ley de la Renta. (Ord. Nº 2.493, de 31.05.2004) ",2493,31-05-2004
" Tributación que afecta a Afiliados que hicieron Retiros de Excedentes de Libre Disposición (ELD), antes de la Publicación de la Ley N° 19.768, de 2001. (Ord. Nº 2.487, de 31.05.2004)",2487,31-05-2004
" Tributación que afecta al beneficio que se Produce entre el Valor Pactado de los Vehículos entre la Empresa y sus Trabajadores y el Valor Comercial de dichos Bienes. (Ord. Nº 2.459, de 27.05.2004) ",2459,27-05-2004
" Situación Tributaria de APV, en el caso de los Fondos Mutuos. (Ord. Nº 2.423, de 25.05.2004)",2423,25-05-2004
" Aplicabilidad del Artículo 5°, del Decreto Ley N° 359, de 1974, a Donaciones recibidas por Fundación Educacional que Indica. (Ord. Nº 2.422, de 25.05.2004) ",2422,25-05-2004
" Condiciones que deben cumplir las Indemnizaciones Especiales Pactadas en Acuerdo Colectivo que Complementa a Contrato Colectivo para que se beneficien con la Liberación Tributaria del Artículo 178° del Código del Trabajo. (Ord. Nº 2.325, de 18.05.2004)",2325,18-05-2004
" Tributación que afecta a la Enajenación de Bienes Raíces que se indican(Ord. Nº 2.323, de 18.05.2004) ",2323,18-05-2004
" Obligaciones Tributarias que afectan a Organización Comunitaria Funcional que se Indica. (Ord. Nº 2.324, de 18.05.2004)",2324,18-05-2004
" Situación Tributaria de Donaciones efectuadas por Empresas para financiar actividades de Deportistas destacados a nivel Internacional. (Ord. Nº 2.322, de 18.05.2004)",2322,18-05-2004
" Renuncia a Franquicia Tributaria de la Ley N° 19.622, de 1999. (Ord. Nº 2.043, de 04.05.2004)",2043,04-05-2004
" Retención Impuesto Unico de Segunda Categoría en caso de Chilenos que trabajan en Representaciones Diplomáticas Extranjeras, residentes en Chile. (Ord. Nº 2.000, de 30.04.2004) ",2000,30-04-2004
" Contribuyentes obligados a llevar el Libro del Fondo de Utilidades Tributables. (Ord. Nº 1.954, de 28.04.2004)",1954,28-04-2004
" Situación tributaria de las Gratificaciones a que se refiere el artículo 189° del Estatuto del personal de las Fuerzas Armadas. (Ord. Nº 1.903, de 23.04.2004)",1903,23-04-2004
" Años de vida útil a utilizar por empresa del Sector Sanitario para la Depreciación de los bienes del Activo Inmovilizado. (Ord. Nº1.902, de 23.04.2004)",1902,23-04-2004
" Tratamiento tributario de Donaciones que se indican. (Ord. Nº 1.829, de 19.04.2004)",1829,19-04-2004
" RENTA – ACTUAL LEY SOBRE IMPUESTO A LA – ART. 57° BIS, LETRA A), N°1, ART. 43°, N°1, ART. 52° – LEY N° 19.578, ART. 1°, N°5 – CÓDIGO TRIBUTARIO, ART. 8°, N°5 – CÓDIGO CIVIL, ART. 252° – CIRCULAR N°71, DE 1998 – ORD. N° 492, DE 1995. (Ord. Nº 1.790, de 19.04.2004)",1790,19-04-2004
" Situación Tributaria de devolución de Remanente de Impuesto. (Ord. Nº 1.778, de 16.04.2004)",1778,16-04-2004
" Improcedencia de Certificación para acceder a Franquicia tributaria establecida en el artículo 9°, de la Ley de la Renta. (Ord. Nº 1.777, de 16.04.2004)",1777,16-04-2004
" Absuelve consultas sobre IVA y Renta sobre Actividades comerciales a efectuar por Empresas Nacionales o Extranjeras relacionadas con la producción y/o comercialización de productos vía Internet. – Servicios de clasificación de naves frente a la Ley de la Renta. – indemnización acordada por transacción extrajudicial con un trabajador constituye renta para su beneficiario. (Ord. Nº 1.764, de 15.04.2004 ",1764,15-04-2004
" Tratamiento Tributario de los aportes menores a 100UF efectuados a Partidos Políticos en períodos no Electorales. (Ord. Nº 1.765, de 15.04.2004)",1765,15-04-2004
" Forma en que procede el beneficio Tributario del Artículo 55 bis de la Ley de la Renta, en el caso que se indica. (Ord. Nº 1.705, de 12.04.2004 )",1705,12-04-2004
" Cotizaciones obligatorias que deben considerarse para los efectos del APV en el caso de los contribuyentes independientes del artículo 42 N° 2 de la Ley de la Renta: (Ord. Nº 1.704, de 12.04.2004)",1704,12-04-2004
" Moneda en que Deben pagarse los Impuestos que resulten de Liquidación de Comisiones de Agentes. (Ord. Nº 1.657, de 08.04.2004) ",1657,08-04-2004
" Situación tributaria de las Cuentas de Ahorro Voluntario abiertas en las AFP. (Ord. Nº 1.626, de 06.04.2004.)",1626,06-04-2004
" Vigencia de Tasación de predio agrícola efectuada en conformidad a lo dispuesto por el artículo 5° transitorio de la Ley N° 18.985, de 1990. (Ord. Nº 1.216, de 11.03.2004)",1216,11-03-2004
" Tributación de intereses percibidos por sociedad que tributa en base a un sistema de renta presunta. (Ord. N° 1159, de 08.03.2004) ",1159,08-03-2004
" Tributación de suma pagada según Convenio Colectivo que se indica. (Ord. N° 1158, de 08.03.2004)",1158,08-03-2004
" Calificación como gasto necesario para producir la renta de los desembolsos que indica en su presentación. (Ord. N° 1118, de 04.03.2004)",1118,04-03-2004
" Requisitos para acceder al beneficio tributario del artículo 55 bis de la Ley de la Renta. (Ord. N° 1117, de 04.03.2004)",1117,04-03-2004
" Suspensión de Pagos Provisionales Mensuales en caso que se indica. (Ord. N° 1116, de 04.03.2004)",1116,04-03-2004
" Beneficio tributario establecido en la Ley N° 19.420 de 1995.(Ord. N° 1115, de 04.03.2004) ",1115,04-03-2004
" Tratamiento tributario de los ingresos que obtiene una caja de compensación de asignación familiar con motivo de la securitización de los créditos de sus asociados. (Ord. N° 977, de 19.02.2004)",977,19-02-2004
" Adjudicación de lotes de inmueble urbano poseído en comunidad y facultad de tasar contenida en el artículo 64 del Código Tributario. (Ord. N° 976, de 19.02.2004) ",976,19-02-2004
" Improcedencia de exención de impuesto adicional establecida en el inciso segundo del número 2 del artículo 59 de la Ley de la Renta, en el caso de pagos efectuados al exterior por los conceptos que se indican. (Ord. N° 679, de 05.02.2004) ",679,05-02-2004
" Tratamiento tributario de donaciones efectuadas al amparo del artículo 69 de la Ley N° 18.681/87. (Ord. N° 341, de 26.01.2004)",341,26-01-2004
" Tributación del mayor valor obtenido en la enajenación de derechos sociales en sociedades de personas. (Ord. N° 339, de 26.01.2004)",339,26-01-2004
" Absuelve consultas sobre aplicación de norma de habitualidad contenida en el inciso tercero del artículo 18 de la Ley de la Renta, respecto de bienes adquiridos por sucesión por causa de muerte. (Ord. N° 315, de 22.01.2004)",315,22-01-2004
" Solicita pronunciamiento sobre la imputación del impuesto de Primera Categoría al FUT. (Ord. N° 299, de 20.01.2004)",299,20-01-2004
" Pronunciamiento en relación con el cálculo y aplicación del impuesto Adicional que afecta a los reaseguros. (Ord. N° 298, de 20.01.2004)",298,20-01-2004
  Solicita se emita pronunciamiento respecto a la posibilidad de deducir  de impuestos las dádivas de cohecho que pudiesen otorgarse bajo la  forma de gastos legítimos. ,4087,19-10-2005
